productkey,orderquantity,salesamount,productcategorykey,cumulative_sales,orderdate
321,2,$939.59,1,"$27,624,943.97",2012-02-29
321,1,$469.79,1,"$27,625,413.76",2012-02-29
321,4,"$1,879.18",1,"$27,627,292.94",2012-02-29
321,2,$939.59,1,"$27,628,232.53",2012-02-29
321,1,$469.79,1,"$27,628,702.32",2012-02-29
321,6,"$2,818.76",1,"$27,631,521.08",2012-02-29
321,1,$469.79,1,"$27,631,990.87",2012-02-29
321,1,$469.79,1,"$27,632,460.66",2012-02-29
321,1,$782.99,1,"$27,633,243.65",2012-02-29
321,3,"$1,409.38",1,"$27,634,653.03",2012-02-29
321,1,$469.79,1,"$27,635,122.82",2012-02-29
323,13,"$5,785.67",1,"$27,640,908.49",2012-02-29
323,10,"$4,697.94",1,"$27,645,606.43",2012-02-29
323,8,"$3,758.35",1,"$27,649,364.78",2012-02-29
323,1,$469.79,1,"$27,649,834.57",2012-02-29
323,1,$469.79,1,"$27,650,304.36",2012-02-29
323,1,$469.79,1,"$27,650,774.15",2012-02-29
323,20,"$8,182.25",1,"$27,658,956.40",2012-02-29
323,5,"$2,348.97",1,"$27,661,305.37",2012-02-29
323,3,"$1,409.38",1,"$27,662,714.75",2012-02-29
323,3,"$1,409.38",1,"$27,664,124.13",2012-02-29
323,5,"$2,348.97",1,"$27,666,473.10",2012-02-29
323,3,"$1,409.38",1,"$27,667,882.48",2012-02-29
323,3,"$1,409.38",1,"$27,669,291.86",2012-02-29
323,2,$939.59,1,"$27,670,231.45",2012-02-29
323,10,"$4,697.94",1,"$27,674,929.39",2012-02-29
323,1,$469.79,1,"$27,675,399.18",2012-02-29
323,5,"$2,348.97",1,"$27,677,748.15",2012-02-29
323,4,"$1,879.18",1,"$27,679,627.33",2012-02-29
323,1,$469.79,1,"$27,680,097.12",2012-02-29
323,1,$469.79,1,"$27,680,566.91",2012-02-29
323,2,$939.59,1,"$27,681,506.50",2012-02-29
323,23,"$9,409.58",1,"$27,690,916.08",2012-02-29
323,2,$939.59,1,"$27,691,855.67",2012-02-29
323,18,"$7,364.02",1,"$27,699,219.69",2012-02-29
323,2,$939.59,1,"$27,700,159.28",2012-02-29
323,3,"$1,409.38",1,"$27,701,568.66",2012-02-29
325,15,"$6,136.68",1,"$27,707,705.34",2012-02-29
325,1,$469.79,1,"$27,708,175.13",2012-02-29
325,3,"$1,409.38",1,"$27,709,584.51",2012-02-29
325,3,"$1,409.38",1,"$27,710,993.89",2012-02-29
325,3,"$1,409.38",1,"$27,712,403.27",2012-02-29
325,2,$939.59,1,"$27,713,342.86",2012-02-29
325,1,$469.79,1,"$27,713,812.65",2012-02-29
325,4,"$1,879.18",1,"$27,715,691.83",2012-02-29
325,2,$939.59,1,"$27,716,631.42",2012-02-29
325,5,"$2,348.97",1,"$27,718,980.39",2012-02-29
325,12,"$5,340.62",1,"$27,724,321.01",2012-02-29
325,1,$469.79,1,"$27,724,790.80",2012-02-29
325,1,$469.79,1,"$27,725,260.59",2012-02-29
325,2,$939.59,1,"$27,726,200.18",2012-02-29
325,12,"$5,340.62",1,"$27,731,540.80",2012-02-29
325,7,"$3,288.56",1,"$27,734,829.36",2012-02-29
325,2,$939.59,1,"$27,735,768.95",2012-02-29
325,1,$469.79,1,"$27,736,238.74",2012-02-29
325,1,$469.79,1,"$27,736,708.53",2012-02-29
325,18,"$7,364.02",1,"$27,744,072.55",2012-02-29
325,2,$939.59,1,"$27,745,012.14",2012-02-29
325,6,"$2,818.76",1,"$27,747,830.90",2012-02-29
325,5,"$2,348.97",1,"$27,750,179.87",2012-02-29
325,1,$469.79,1,"$27,750,649.66",2012-02-29
325,1,$469.79,1,"$27,751,119.45",2012-02-29
325,2,$939.59,1,"$27,752,059.04",2012-02-29
327,14,"$6,230.72",1,"$27,758,289.76",2012-02-29
327,8,"$3,758.35",1,"$27,762,048.11",2012-02-29
327,13,"$5,785.67",1,"$27,767,833.78",2012-02-29
327,3,"$1,409.38",1,"$27,769,243.16",2012-02-29
327,4,"$1,879.18",1,"$27,771,122.34",2012-02-29
327,2,$939.59,1,"$27,772,061.93",2012-02-29
327,4,"$1,879.18",1,"$27,773,941.11",2012-02-29
327,5,"$2,348.97",1,"$27,776,290.08",2012-02-29
327,2,$939.59,1,"$27,777,229.67",2012-02-29
327,7,"$3,288.56",1,"$27,780,518.23",2012-02-29
327,3,"$1,409.38",1,"$27,781,927.61",2012-02-29
327,1,$469.79,1,"$27,782,397.40",2012-02-29
327,1,$469.79,1,"$27,782,867.19",2012-02-29
327,3,"$1,409.38",1,"$27,784,276.57",2012-02-29
327,7,"$3,288.56",1,"$27,787,565.13",2012-02-29
327,3,"$1,409.38",1,"$27,788,974.51",2012-02-29
327,1,$469.79,1,"$27,789,444.30",2012-02-29
327,1,$469.79,1,"$27,789,914.09",2012-02-29
327,1,$469.79,1,"$27,790,383.88",2012-02-29
327,3,"$1,409.38",1,"$27,791,793.26",2012-02-29
327,3,"$1,409.38",1,"$27,793,202.64",2012-02-29
327,6,"$2,818.76",1,"$27,796,021.40",2012-02-29
327,10,"$4,697.94",1,"$27,800,719.34",2012-02-29
327,10,"$4,697.94",1,"$27,805,417.28",2012-02-29
327,9,"$4,228.15",1,"$27,809,645.43",2012-02-29
327,2,$939.59,1,"$27,810,585.02",2012-02-29
329,2,$939.59,1,"$27,811,524.61",2012-02-29
329,1,$469.79,1,"$27,811,994.40",2012-02-29
329,1,$469.79,1,"$27,812,464.19",2012-02-29
329,1,$469.79,1,"$27,812,933.98",2012-02-29
329,4,"$1,879.18",1,"$27,814,813.16",2012-02-29
329,1,$469.79,1,"$27,815,282.95",2012-02-29
329,3,"$1,409.38",1,"$27,816,692.33",2012-02-29
329,3,"$1,409.38",1,"$27,818,101.71",2012-02-29
329,1,$469.79,1,"$27,818,571.50",2012-02-29
329,2,$939.59,1,"$27,819,511.09",2012-02-29
329,2,$939.59,1,"$27,820,450.68",2012-02-29
329,3,"$1,409.38",1,"$27,821,860.06",2012-02-29
329,3,"$1,409.38",1,"$27,823,269.44",2012-02-29
329,1,$469.79,1,"$27,823,739.23",2012-02-29
329,3,"$1,409.38",1,"$27,825,148.61",2012-02-29
329,6,"$2,818.76",1,"$27,827,967.37",2012-02-29
329,12,"$5,340.62",1,"$27,833,307.99",2012-02-29
329,11,"$4,895.57",1,"$27,838,203.56",2012-02-29
329,2,$939.59,1,"$27,839,143.15",2012-02-29
329,2,$939.59,1,"$27,840,082.74",2012-02-29
329,6,"$2,818.76",1,"$27,842,901.50",2012-02-29
329,7,"$3,288.56",1,"$27,846,190.06",2012-02-29
329,2,$939.59,1,"$27,847,129.65",2012-02-29
331,6,"$2,818.76",1,"$27,849,948.41",2012-02-29
331,8,"$3,758.35",1,"$27,853,706.76",2012-02-29
331,1,$469.79,1,"$27,854,176.55",2012-02-29
331,1,$469.79,1,"$27,854,646.34",2012-02-29
331,1,$469.79,1,"$27,855,116.13",2012-02-29
331,4,"$1,879.18",1,"$27,856,995.31",2012-02-29
331,3,"$1,409.38",1,"$27,858,404.69",2012-02-29
331,2,$939.59,1,"$27,859,344.28",2012-02-29
331,3,"$1,409.38",1,"$27,860,753.66",2012-02-29
331,1,$469.79,1,"$27,861,223.45",2012-02-29
331,4,"$1,879.18",1,"$27,863,102.63",2012-02-29
331,4,"$1,879.18",1,"$27,864,981.81",2012-02-29
331,3,"$1,409.38",1,"$27,866,391.19",2012-02-29
331,4,"$1,879.18",1,"$27,868,270.37",2012-02-29
331,6,"$2,818.76",1,"$27,871,089.13",2012-02-29
331,3,"$1,409.38",1,"$27,872,498.51",2012-02-29
333,1,$469.79,1,"$27,872,968.30",2012-02-29
333,3,"$1,409.38",1,"$27,874,377.68",2012-02-29
333,4,"$1,879.18",1,"$27,876,256.86",2012-02-29
333,6,"$2,818.76",1,"$27,879,075.62",2012-02-29
333,2,$939.59,1,"$27,880,015.21",2012-02-29
333,1,$469.79,1,"$27,880,485.00",2012-02-29
333,3,"$1,409.38",1,"$27,881,894.38",2012-02-29
333,5,"$2,348.97",1,"$27,884,243.35",2012-02-29
333,2,$939.59,1,"$27,885,182.94",2012-02-29
333,5,"$2,348.97",1,"$27,887,531.91",2012-02-29
333,6,"$2,818.76",1,"$27,890,350.67",2012-02-29
333,5,"$2,348.97",1,"$27,892,699.64",2012-02-29
333,9,"$4,228.15",1,"$27,896,927.79",2012-02-29
333,6,"$2,818.76",1,"$27,899,746.55",2012-02-29
333,6,"$2,818.76",1,"$27,902,565.31",2012-02-29
333,6,"$2,818.76",1,"$27,905,384.07",2012-02-29
333,14,"$6,230.72",1,"$27,911,614.79",2012-02-29
333,1,$469.79,1,"$27,912,084.58",2012-02-29
333,1,$469.79,1,"$27,912,554.37",2012-02-29
333,1,$469.79,1,"$27,913,024.16",2012-02-29
333,1,$469.79,1,"$27,913,493.95",2012-02-29
333,9,"$4,228.15",1,"$27,917,722.10",2012-02-29
335,1,$469.79,1,"$27,918,191.89",2012-02-29
335,6,"$2,818.76",1,"$27,921,010.65",2012-02-29
335,6,"$2,818.76",1,"$27,923,829.41",2012-02-29
335,6,"$2,818.76",1,"$27,926,648.17",2012-02-29
335,2,$939.59,1,"$27,927,587.76",2012-02-29
335,2,$939.59,1,"$27,928,527.35",2012-02-29
335,3,"$1,409.38",1,"$27,929,936.73",2012-02-29
335,5,"$2,348.97",1,"$27,932,285.70",2012-02-29
335,3,"$1,409.38",1,"$27,933,695.08",2012-02-29
335,11,"$4,895.57",1,"$27,938,590.65",2012-02-29
335,2,$939.59,1,"$27,939,530.24",2012-02-29
335,7,"$3,288.56",1,"$27,942,818.80",2012-02-29
335,3,"$1,409.38",1,"$27,944,228.18",2012-02-29
335,2,$939.59,1,"$27,945,167.77",2012-02-29
335,9,"$4,228.15",1,"$27,949,395.92",2012-02-29
337,2,$939.59,1,"$27,950,335.51",2012-02-29
337,2,$939.59,1,"$27,951,275.10",2012-02-29
337,3,"$1,409.38",1,"$27,952,684.48",2012-02-29
337,3,"$1,409.38",1,"$27,954,093.86",2012-02-29
337,1,$469.79,1,"$27,954,563.65",2012-02-29
337,3,"$1,409.38",1,"$27,955,973.03",2012-02-29
337,4,"$1,879.18",1,"$27,957,852.21",2012-02-29
337,3,"$1,409.38",1,"$27,959,261.59",2012-02-29
337,2,$939.59,1,"$27,960,201.18",2012-02-29
337,2,$939.59,1,"$27,961,140.77",2012-02-29
337,3,"$1,409.38",1,"$27,962,550.15",2012-02-29
337,1,$469.79,1,"$27,963,019.94",2012-02-29
337,3,"$1,409.38",1,"$27,964,429.32",2012-02-29
337,1,$469.79,1,"$27,964,899.11",2012-02-29
339,4,"$1,879.18",1,"$27,966,778.29",2012-02-29
339,4,"$1,879.18",1,"$27,968,657.47",2012-02-29
339,3,"$1,409.38",1,"$27,970,066.85",2012-02-29
339,1,$469.79,1,"$27,970,536.64",2012-02-29
339,4,"$1,879.18",1,"$27,972,415.82",2012-02-29
339,2,$939.59,1,"$27,973,355.41",2012-02-29
339,3,"$1,409.38",1,"$27,974,764.79",2012-02-29
339,3,"$1,409.38",1,"$27,976,174.17",2012-02-29
339,6,"$2,818.76",1,"$27,978,992.93",2012-02-29
339,1,$469.79,1,"$27,979,462.72",2012-02-29
339,8,"$3,758.35",1,"$27,983,221.07",2012-02-29
339,4,"$1,879.18",1,"$27,985,100.25",2012-02-29
339,5,"$2,348.97",1,"$27,987,449.22",2012-02-29
339,3,"$1,409.38",1,"$27,988,858.60",2012-02-29
339,1,$469.79,1,"$27,989,328.39",2012-02-29
339,1,$469.79,1,"$27,989,798.18",2012-02-29
339,3,"$1,409.38",1,"$27,991,207.56",2012-02-29
339,1,$469.79,1,"$27,991,677.35",2012-02-29
341,4,"$1,879.18",1,"$27,993,556.53",2012-02-29
341,3,"$1,409.38",1,"$27,994,965.91",2012-02-29
341,1,$469.79,1,"$27,995,435.70",2012-02-29
341,2,$939.59,1,"$27,996,375.29",2012-02-29
341,1,$469.79,1,"$27,996,845.08",2012-02-29
341,6,"$2,818.76",1,"$27,999,663.84",2012-02-29
341,2,$939.59,1,"$28,000,603.43",2012-02-29
341,3,"$1,409.38",1,"$28,002,012.81",2012-02-29
341,1,$469.79,1,"$28,002,482.60",2012-02-29
341,1,$469.79,1,"$28,002,952.39",2012-02-29
341,1,$469.79,1,"$28,003,422.18",2012-02-29
341,5,"$2,348.97",1,"$28,005,771.15",2012-02-29
341,2,$939.59,1,"$28,006,710.74",2012-02-29
341,1,$469.79,1,"$28,007,180.53",2012-02-29
343,3,"$1,409.38",1,"$28,008,589.91",2012-02-29
343,5,"$2,348.97",1,"$28,010,938.88",2012-02-29
343,2,$939.59,1,"$28,011,878.47",2012-02-29
343,7,"$3,288.56",1,"$28,015,167.03",2012-02-29
343,2,$939.59,1,"$28,016,106.62",2012-02-29
343,17,"$6,954.91",1,"$28,023,061.53",2012-02-29
343,2,$939.59,1,"$28,024,001.12",2012-02-29
343,10,"$4,697.94",1,"$28,028,699.06",2012-02-29
343,5,"$2,348.97",1,"$28,031,048.03",2012-02-29
343,3,"$1,409.38",1,"$28,032,457.41",2012-02-29
343,6,"$2,818.76",1,"$28,035,276.17",2012-02-29
343,1,$469.79,1,"$28,035,745.96",2012-02-29
343,4,"$1,879.18",1,"$28,037,625.14",2012-02-29
343,1,$469.79,1,"$28,038,094.93",2012-02-29
343,4,"$1,879.18",1,"$28,039,974.11",2012-02-29
343,4,"$1,879.18",1,"$28,041,853.29",2012-02-29
343,10,"$4,697.94",1,"$28,046,551.23",2012-02-29
343,1,$469.79,1,"$28,047,021.02",2012-02-29
343,4,"$1,879.18",1,"$28,048,900.20",2012-02-29
343,2,$939.59,1,"$28,049,839.79",2012-02-29
343,6,"$2,818.76",1,"$28,052,658.55",2012-02-29
343,1,$469.79,1,"$28,053,128.34",2012-02-29
343,1,$469.79,1,"$28,053,598.13",2012-02-29
343,1,$469.79,1,"$28,054,067.92",2012-02-29
343,3,"$1,409.38",1,"$28,055,477.30",2012-02-29
343,2,$939.59,1,"$28,056,416.89",2012-02-29
343,6,"$2,818.76",1,"$28,059,235.65",2012-02-29
352,3,"$3,728.56",1,"$28,062,964.21",2012-02-29
352,4,"$4,971.41",1,"$28,067,935.62",2012-02-29
352,4,"$4,971.41",1,"$28,072,907.03",2012-02-29
352,1,"$1,242.85",1,"$28,074,149.88",2012-02-29
352,2,"$2,485.70",1,"$28,076,635.58",2012-02-29
352,1,"$1,242.85",1,"$28,077,878.43",2012-02-29
352,6,"$7,457.11",1,"$28,085,335.54",2012-02-29
352,1,"$1,242.85",1,"$28,086,578.39",2012-02-29
352,5,"$6,214.26",1,"$28,092,792.65",2012-02-29
352,3,"$3,728.56",1,"$28,096,521.21",2012-02-29
352,4,"$4,971.41",1,"$28,101,492.62",2012-02-29
352,2,"$2,485.70",1,"$28,103,978.32",2012-02-29
352,10,"$12,428.52",1,"$28,116,406.84",2012-02-29
352,11,"$12,951.34",1,"$28,129,358.18",2012-02-29
352,2,"$2,485.70",1,"$28,131,843.88",2012-02-29
352,4,"$4,971.41",1,"$28,136,815.29",2012-02-29
352,9,"$11,185.67",1,"$28,148,000.96",2012-02-29
352,1,"$1,242.85",1,"$28,149,243.81",2012-02-29
352,6,"$7,457.11",1,"$28,156,700.92",2012-02-29
352,1,"$1,242.85",1,"$28,157,943.77",2012-02-29
352,2,"$2,485.70",1,"$28,160,429.47",2012-02-29
352,3,"$3,728.56",1,"$28,164,158.03",2012-02-29
352,3,"$3,728.56",1,"$28,167,886.59",2012-02-29
352,3,"$3,728.56",1,"$28,171,615.15",2012-02-29
352,2,"$2,485.70",1,"$28,174,100.85",2012-02-29
352,5,"$6,214.26",1,"$28,180,315.11",2012-02-29
352,4,"$4,971.41",1,"$28,185,286.52",2012-02-29
352,4,"$4,971.41",1,"$28,190,257.93",2012-02-29
354,8,"$9,942.81",1,"$28,200,200.74",2012-02-29
354,3,"$3,728.56",1,"$28,203,929.30",2012-02-29
354,2,"$2,485.70",1,"$28,206,415.00",2012-02-29
354,3,"$3,728.56",1,"$28,210,143.56",2012-02-29
354,4,"$4,971.41",1,"$28,215,114.97",2012-02-29
354,2,"$2,485.70",1,"$28,217,600.67",2012-02-29
354,3,"$3,728.56",1,"$28,221,329.23",2012-02-29
354,5,"$6,214.26",1,"$28,227,543.49",2012-02-29
354,3,"$3,728.56",1,"$28,231,272.05",2012-02-29
354,1,"$1,242.85",1,"$28,232,514.90",2012-02-29
354,4,"$4,971.41",1,"$28,237,486.31",2012-02-29
354,2,"$2,485.70",1,"$28,239,972.01",2012-02-29
354,7,"$8,699.96",1,"$28,248,671.97",2012-02-29
354,7,"$8,699.96",1,"$28,257,371.93",2012-02-29
354,4,"$4,971.41",1,"$28,262,343.34",2012-02-29
354,1,"$1,242.85",1,"$28,263,586.19",2012-02-29
354,4,"$4,971.41",1,"$28,268,557.60",2012-02-29
354,1,"$1,242.85",1,"$28,269,800.45",2012-02-29
354,3,"$3,728.56",1,"$28,273,529.01",2012-02-29
354,11,"$12,951.34",1,"$28,286,480.35",2012-02-29
354,2,"$2,485.70",1,"$28,288,966.05",2012-02-29
354,2,"$2,485.70",1,"$28,291,451.75",2012-02-29
354,3,"$3,728.56",1,"$28,295,180.31",2012-02-29
354,2,"$2,485.70",1,"$28,297,666.01",2012-02-29
354,3,"$3,728.56",1,"$28,301,394.57",2012-02-29
354,6,"$7,457.11",1,"$28,308,851.68",2012-02-29
354,7,"$8,699.96",1,"$28,317,551.64",2012-02-29
354,4,"$4,971.41",1,"$28,322,523.05",2012-02-29
354,4,"$4,971.41",1,"$28,327,494.46",2012-02-29
354,2,"$2,485.70",1,"$28,329,980.16",2012-02-29
356,1,"$1,242.85",1,"$28,331,223.01",2012-02-29
356,7,"$8,699.96",1,"$28,339,922.97",2012-02-29
356,1,"$1,242.85",1,"$28,341,165.82",2012-02-29
356,7,"$8,699.96",1,"$28,349,865.78",2012-02-29
356,8,"$9,942.81",1,"$28,359,808.59",2012-02-29
356,2,"$2,485.70",1,"$28,362,294.29",2012-02-29
356,4,"$4,971.41",1,"$28,367,265.70",2012-02-29
356,3,"$3,728.56",1,"$28,370,994.26",2012-02-29
356,4,"$4,971.41",1,"$28,375,965.67",2012-02-29
356,4,"$4,971.41",1,"$28,380,937.08",2012-02-29
356,4,"$4,971.41",1,"$28,385,908.49",2012-02-29
356,4,"$4,971.41",1,"$28,390,879.90",2012-02-29
356,2,"$2,485.70",1,"$28,393,365.60",2012-02-29
356,3,"$3,728.56",1,"$28,397,094.16",2012-02-29
356,2,"$2,485.70",1,"$28,399,579.86",2012-02-29
356,5,"$6,214.26",1,"$28,405,794.12",2012-02-29
356,3,"$3,728.56",1,"$28,409,522.68",2012-02-29
356,5,"$6,214.26",1,"$28,415,736.94",2012-02-29
356,3,"$3,728.56",1,"$28,419,465.50",2012-02-29
356,2,"$2,485.70",1,"$28,421,951.20",2012-02-29
356,1,"$1,242.85",1,"$28,423,194.05",2012-02-29
356,6,"$7,457.11",1,"$28,430,651.16",2012-02-29
356,4,"$4,971.41",1,"$28,435,622.57",2012-02-29
356,4,"$4,971.41",1,"$28,440,593.98",2012-02-29
356,4,"$4,971.41",1,"$28,445,565.39",2012-02-29
356,2,"$2,485.70",1,"$28,448,051.09",2012-02-29
356,3,"$3,728.56",1,"$28,451,779.65",2012-02-29
356,2,"$2,485.70",1,"$28,454,265.35",2012-02-29
356,6,"$7,457.11",1,"$28,461,722.46",2012-02-29
356,1,"$2,071.42",1,"$28,463,793.88",2012-02-29
358,14,"$16,305.90",1,"$28,480,099.78",2012-02-29
358,1,"$1,229.46",1,"$28,481,329.24",2012-02-29
358,6,"$7,376.75",1,"$28,488,705.99",2012-02-29
358,8,"$9,835.67",1,"$28,498,541.66",2012-02-29
358,2,"$2,458.92",1,"$28,501,000.58",2012-02-29
358,2,"$2,458.92",1,"$28,503,459.50",2012-02-29
358,10,"$12,294.59",1,"$28,515,754.09",2012-02-29
358,3,"$3,688.38",1,"$28,519,442.47",2012-02-29
358,5,"$6,147.29",1,"$28,525,589.76",2012-02-29
358,14,"$16,305.90",1,"$28,541,895.66",2012-02-29
358,4,"$4,917.84",1,"$28,546,813.50",2012-02-29
358,3,"$3,688.38",1,"$28,550,501.88",2012-02-29
358,3,"$3,688.38",1,"$28,554,190.26",2012-02-29
358,9,"$11,065.13",1,"$28,565,255.39",2012-02-29
358,4,"$4,917.84",1,"$28,570,173.23",2012-02-29
358,1,"$1,229.46",1,"$28,571,402.69",2012-02-29
358,7,"$8,606.21",1,"$28,580,008.90",2012-02-29
358,3,"$3,688.38",1,"$28,583,697.28",2012-02-29
358,3,"$3,688.38",1,"$28,587,385.66",2012-02-29
358,1,"$1,229.46",1,"$28,588,615.12",2012-02-29
358,1,"$1,229.46",1,"$28,589,844.58",2012-02-29
358,1,"$1,229.46",1,"$28,591,074.04",2012-02-29
358,4,"$4,917.84",1,"$28,595,991.88",2012-02-29
358,3,"$3,688.38",1,"$28,599,680.26",2012-02-29
358,3,"$3,688.38",1,"$28,603,368.64",2012-02-29
358,5,"$6,147.29",1,"$28,609,515.93",2012-02-29
358,3,"$3,688.38",1,"$28,613,204.31",2012-02-29
358,7,"$8,606.21",1,"$28,621,810.52",2012-02-29
360,1,"$1,229.46",1,"$28,623,039.98",2012-02-29
360,2,"$2,458.92",1,"$28,625,498.90",2012-02-29
360,2,"$2,458.92",1,"$28,627,957.82",2012-02-29
360,7,"$8,606.21",1,"$28,636,564.03",2012-02-29
360,2,"$2,458.92",1,"$28,639,022.95",2012-02-29
360,2,"$2,458.92",1,"$28,641,481.87",2012-02-29
360,4,"$4,917.84",1,"$28,646,399.71",2012-02-29
360,3,"$3,688.38",1,"$28,650,088.09",2012-02-29
360,7,"$8,606.21",1,"$28,658,694.30",2012-02-29
360,4,"$4,917.84",1,"$28,663,612.14",2012-02-29
360,7,"$8,606.21",1,"$28,672,218.35",2012-02-29
360,3,"$3,688.38",1,"$28,675,906.73",2012-02-29
360,1,"$1,229.46",1,"$28,677,136.19",2012-02-29
360,7,"$8,606.21",1,"$28,685,742.40",2012-02-29
360,8,"$9,835.67",1,"$28,695,578.07",2012-02-29
360,2,"$2,458.92",1,"$28,698,036.99",2012-02-29
360,2,"$2,458.92",1,"$28,700,495.91",2012-02-29
360,7,"$8,606.21",1,"$28,709,102.12",2012-02-29
360,5,"$6,147.29",1,"$28,715,249.41",2012-02-29
360,8,"$9,835.67",1,"$28,725,085.08",2012-02-29
360,7,"$8,606.21",1,"$28,733,691.29",2012-02-29
360,15,"$16,059.81",1,"$28,749,751.10",2012-02-29
360,2,"$2,458.92",1,"$28,752,210.02",2012-02-29
360,4,"$4,917.84",1,"$28,757,127.86",2012-02-29
360,3,"$3,688.38",1,"$28,760,816.24",2012-02-29
360,4,"$4,917.84",1,"$28,765,734.08",2012-02-29
360,5,"$6,147.29",1,"$28,771,881.37",2012-02-29
360,8,"$9,835.67",1,"$28,781,717.04",2012-02-29
360,2,"$2,458.92",1,"$28,784,175.96",2012-02-29
362,5,"$6,147.29",1,"$28,790,323.25",2012-02-29
362,5,"$6,147.29",1,"$28,796,470.54",2012-02-29
362,8,"$9,835.67",1,"$28,806,306.21",2012-02-29
362,3,"$3,688.38",1,"$28,809,994.59",2012-02-29
362,3,"$3,688.38",1,"$28,813,682.97",2012-02-29
362,6,"$7,376.75",1,"$28,821,059.72",2012-02-29
362,6,"$7,376.75",1,"$28,828,436.47",2012-02-29
362,3,"$3,688.38",1,"$28,832,124.85",2012-02-29
362,2,"$2,458.92",1,"$28,834,583.77",2012-02-29
362,1,"$1,229.46",1,"$28,835,813.23",2012-02-29
362,4,"$4,917.84",1,"$28,840,731.07",2012-02-29
362,4,"$4,917.84",1,"$28,845,648.91",2012-02-29
362,3,"$3,688.38",1,"$28,849,337.29",2012-02-29
362,4,"$4,917.84",1,"$28,854,255.13",2012-02-29
362,8,"$9,835.67",1,"$28,864,090.80",2012-02-29
362,3,"$3,688.38",1,"$28,867,779.18",2012-02-29
362,4,"$4,917.84",1,"$28,872,697.02",2012-02-29
362,1,"$1,229.46",1,"$28,873,926.48",2012-02-29
362,2,"$2,458.92",1,"$28,876,385.40",2012-02-29
362,11,"$12,811.78",1,"$28,889,197.18",2012-02-29
364,3,"$1,943.98",1,"$28,891,141.16",2012-02-29
364,2,"$1,295.99",1,"$28,892,437.15",2012-02-29
364,3,"$1,943.98",1,"$28,894,381.13",2012-02-29
364,1,$647.99,1,"$28,895,029.12",2012-02-29
364,5,"$3,239.97",1,"$28,898,269.09",2012-02-29
364,3,"$1,943.98",1,"$28,900,213.07",2012-02-29
364,7,"$4,535.96",1,"$28,904,749.03",2012-02-29
364,2,"$1,295.99",1,"$28,906,045.02",2012-02-29
364,2,"$1,295.99",1,"$28,907,341.01",2012-02-29
364,3,"$1,943.98",1,"$28,909,284.99",2012-02-29
364,5,"$3,239.97",1,"$28,912,524.96",2012-02-29
364,3,"$1,943.98",1,"$28,914,468.94",2012-02-29
364,1,$647.99,1,"$28,915,116.93",2012-02-29
364,2,"$1,295.99",1,"$28,916,412.92",2012-02-29
364,4,"$2,591.98",1,"$28,919,004.90",2012-02-29
364,1,$647.99,1,"$28,919,652.89",2012-02-29
365,1,$647.99,1,"$28,920,300.88",2012-02-29
365,4,"$2,591.98",1,"$28,922,892.86",2012-02-29
365,3,"$1,943.98",1,"$28,924,836.84",2012-02-29
365,4,"$2,591.98",1,"$28,927,428.82",2012-02-29
365,6,"$3,887.96",1,"$28,931,316.78",2012-02-29
365,5,"$3,239.97",1,"$28,934,556.75",2012-02-29
365,4,"$2,591.98",1,"$28,937,148.73",2012-02-29
365,5,"$3,239.97",1,"$28,940,388.70",2012-02-29
365,2,"$1,295.99",1,"$28,941,684.69",2012-02-29
365,4,"$2,591.98",1,"$28,944,276.67",2012-02-29
365,2,"$1,295.99",1,"$28,945,572.66",2012-02-29
365,8,"$5,183.95",1,"$28,950,756.61",2012-02-29
365,3,"$1,943.98",1,"$28,952,700.59",2012-02-29
365,2,"$1,295.99",1,"$28,953,996.58",2012-02-29
365,4,"$2,591.98",1,"$28,956,588.56",2012-02-29
365,6,"$3,887.96",1,"$28,960,476.52",2012-02-29
365,5,"$3,239.97",1,"$28,963,716.49",2012-02-29
365,5,"$3,239.97",1,"$28,966,956.46",2012-02-29
365,7,"$4,535.96",1,"$28,971,492.42",2012-02-29
365,7,"$4,535.96",1,"$28,976,028.38",2012-02-29
366,8,"$5,183.95",1,"$28,981,212.33",2012-02-29
366,5,"$3,239.97",1,"$28,984,452.30",2012-02-29
366,4,"$2,591.98",1,"$28,987,044.28",2012-02-29
366,5,"$3,239.97",1,"$28,990,284.25",2012-02-29
366,4,"$2,591.98",1,"$28,992,876.23",2012-02-29
366,4,"$2,591.98",1,"$28,995,468.21",2012-02-29
366,6,"$3,887.96",1,"$28,999,356.17",2012-02-29
366,2,"$1,295.99",1,"$29,000,652.16",2012-02-29
366,5,"$3,239.97",1,"$29,003,892.13",2012-02-29
366,3,"$1,943.98",1,"$29,005,836.11",2012-02-29
366,2,"$1,295.99",1,"$29,007,132.10",2012-02-29
366,3,"$1,943.98",1,"$29,009,076.08",2012-02-29
366,1,$647.99,1,"$29,009,724.07",2012-02-29
366,3,"$1,943.98",1,"$29,011,668.05",2012-02-29
366,2,"$1,295.99",1,"$29,012,964.04",2012-02-29
366,3,"$1,943.98",1,"$29,014,908.02",2012-02-29
366,3,"$1,943.98",1,"$29,016,852.00",2012-02-29
366,3,"$1,943.98",1,"$29,018,795.98",2012-02-29
366,2,"$1,295.99",1,"$29,020,091.97",2012-02-29
366,4,"$2,591.98",1,"$29,022,683.95",2012-02-29
367,1,$647.99,1,"$29,023,331.94",2012-02-29
367,6,"$3,887.96",1,"$29,027,219.90",2012-02-29
