productkey,orderquantity,salesamount,productcategorykey,cumulative_sales,orderdate
318,5,"$4,373.97",1,"$18,367,479.31",2011-10-29
318,1,$874.79,1,"$18,368,354.10",2011-10-29
318,4,"$3,499.18",1,"$18,371,853.28",2011-10-29
318,2,"$1,749.59",1,"$18,373,602.87",2011-10-29
318,2,"$1,749.59",1,"$18,375,352.46",2011-10-29
319,1,$874.79,1,"$18,376,227.25",2011-10-29
319,3,"$2,624.38",1,"$18,378,851.63",2011-10-29
319,1,$874.79,1,"$18,379,726.42",2011-10-29
319,8,"$6,998.35",1,"$18,386,724.77",2011-10-29
319,3,"$2,624.38",1,"$18,389,349.15",2011-10-29
319,9,"$7,873.15",1,"$18,397,222.30",2011-10-29
319,3,"$2,624.38",1,"$18,399,846.68",2011-10-29
319,1,$874.79,1,"$18,400,721.47",2011-10-29
319,8,"$6,998.35",1,"$18,407,719.82",2011-10-29
319,1,$874.79,1,"$18,408,594.61",2011-10-29
319,2,"$1,749.59",1,"$18,410,344.20",2011-10-29
319,1,$874.79,1,"$18,411,218.99",2011-10-29
319,1,$874.79,1,"$18,412,093.78",2011-10-29
319,5,"$4,373.97",1,"$18,416,467.75",2011-10-29
319,2,"$1,749.59",1,"$18,418,217.34",2011-10-29
319,3,"$2,624.38",1,"$18,420,841.72",2011-10-29
319,2,"$1,749.59",1,"$18,422,591.31",2011-10-29
319,1,$874.79,1,"$18,423,466.10",2011-10-29
319,3,"$2,624.38",1,"$18,426,090.48",2011-10-29
319,5,"$4,373.97",1,"$18,430,464.45",2011-10-29
319,1,$874.79,1,"$18,431,339.24",2011-10-29
319,1,$874.79,1,"$18,432,214.03",2011-10-29
319,1,$874.79,1,"$18,433,088.82",2011-10-29
319,1,$874.79,1,"$18,433,963.61",2011-10-29
319,4,"$3,499.18",1,"$18,437,462.79",2011-10-29
319,2,"$1,749.59",1,"$18,439,212.38",2011-10-29
319,2,"$1,749.59",1,"$18,440,961.97",2011-10-29
319,4,"$3,499.18",1,"$18,444,461.15",2011-10-29
319,1,$874.79,1,"$18,445,335.94",2011-10-29
319,1,$874.79,1,"$18,446,210.73",2011-10-29
320,3,"$1,258.38",1,"$18,447,469.11",2011-10-29
320,2,$838.92,1,"$18,448,308.03",2011-10-29
320,2,$838.92,1,"$18,449,146.95",2011-10-29
320,2,$838.92,1,"$18,449,985.87",2011-10-29
320,5,"$2,097.29",1,"$18,452,083.16",2011-10-29
320,1,$419.46,1,"$18,452,502.62",2011-10-29
320,3,"$1,258.38",1,"$18,453,761.00",2011-10-29
320,1,$419.46,1,"$18,454,180.46",2011-10-29
320,2,$838.92,1,"$18,455,019.38",2011-10-29
320,1,$419.46,1,"$18,455,438.84",2011-10-29
320,1,$419.46,1,"$18,455,858.30",2011-10-29
320,1,$419.46,1,"$18,456,277.76",2011-10-29
320,1,$419.46,1,"$18,456,697.22",2011-10-29
320,3,"$1,258.38",1,"$18,457,955.60",2011-10-29
322,3,"$1,258.38",1,"$18,459,213.98",2011-10-29
322,1,$419.46,1,"$18,459,633.44",2011-10-29
322,3,"$1,258.38",1,"$18,460,891.82",2011-10-29
322,1,$419.46,1,"$18,461,311.28",2011-10-29
322,5,"$2,097.29",1,"$18,463,408.57",2011-10-29
322,2,$838.92,1,"$18,464,247.49",2011-10-29
322,2,$838.92,1,"$18,465,086.41",2011-10-29
322,2,$838.92,1,"$18,465,925.33",2011-10-29
322,2,$838.92,1,"$18,466,764.25",2011-10-29
322,2,$838.92,1,"$18,467,603.17",2011-10-29
322,2,$838.92,1,"$18,468,442.09",2011-10-29
322,1,$419.46,1,"$18,468,861.55",2011-10-29
322,2,$838.92,1,"$18,469,700.47",2011-10-29
322,6,"$2,516.75",1,"$18,472,217.22",2011-10-29
322,3,"$1,258.38",1,"$18,473,475.60",2011-10-29
322,1,$419.46,1,"$18,473,895.06",2011-10-29
322,1,$419.46,1,"$18,474,314.52",2011-10-29
322,1,$419.46,1,"$18,474,733.98",2011-10-29
322,1,$419.46,1,"$18,475,153.44",2011-10-29
322,3,"$1,258.38",1,"$18,476,411.82",2011-10-29
322,1,$419.46,1,"$18,476,831.28",2011-10-29
322,2,$838.92,1,"$18,477,670.20",2011-10-29
322,3,"$1,258.38",1,"$18,478,928.58",2011-10-29
322,3,"$1,258.38",1,"$18,480,186.96",2011-10-29
322,1,$419.46,1,"$18,480,606.42",2011-10-29
322,5,"$2,097.29",1,"$18,482,703.71",2011-10-29
322,5,"$2,097.29",1,"$18,484,801.00",2011-10-29
322,1,$419.46,1,"$18,485,220.46",2011-10-29
322,3,"$1,258.38",1,"$18,486,478.84",2011-10-29
322,5,"$2,097.29",1,"$18,488,576.13",2011-10-29
322,1,$419.46,1,"$18,488,995.59",2011-10-29
322,11,"$4,371.04",1,"$18,493,366.63",2011-10-29
322,2,$838.92,1,"$18,494,205.55",2011-10-29
322,9,"$3,775.13",1,"$18,497,980.68",2011-10-29
322,1,$419.46,1,"$18,498,400.14",2011-10-29
324,1,$419.46,1,"$18,498,819.60",2011-10-29
324,4,"$1,677.84",1,"$18,500,497.44",2011-10-29
324,1,$419.46,1,"$18,500,916.90",2011-10-29
324,2,$838.92,1,"$18,501,755.82",2011-10-29
324,1,$419.46,1,"$18,502,175.28",2011-10-29
324,1,$419.46,1,"$18,502,594.74",2011-10-29
324,7,"$2,936.21",1,"$18,505,530.95",2011-10-29
324,2,$838.92,1,"$18,506,369.87",2011-10-29
324,2,$838.92,1,"$18,507,208.79",2011-10-29
324,5,"$2,097.29",1,"$18,509,306.08",2011-10-29
324,1,$419.46,1,"$18,509,725.54",2011-10-29
324,4,"$1,677.84",1,"$18,511,403.38",2011-10-29
324,7,"$2,936.21",1,"$18,514,339.59",2011-10-29
324,4,"$1,677.84",1,"$18,516,017.43",2011-10-29
324,1,$419.46,1,"$18,516,436.89",2011-10-29
324,1,$419.46,1,"$18,516,856.35",2011-10-29
324,1,$419.46,1,"$18,517,275.81",2011-10-29
324,2,$838.92,1,"$18,518,114.73",2011-10-29
324,6,"$2,516.75",1,"$18,520,631.48",2011-10-29
324,2,$838.92,1,"$18,521,470.40",2011-10-29
324,5,"$2,097.29",1,"$18,523,567.69",2011-10-29
324,2,$838.92,1,"$18,524,406.61",2011-10-29
324,2,$838.92,1,"$18,525,245.53",2011-10-29
324,4,"$1,677.84",1,"$18,526,923.37",2011-10-29
324,1,$419.46,1,"$18,527,342.83",2011-10-29
324,2,$838.92,1,"$18,528,181.75",2011-10-29
324,3,"$1,258.38",1,"$18,529,440.13",2011-10-29
324,1,$419.46,1,"$18,529,859.59",2011-10-29
324,1,$419.46,1,"$18,530,279.05",2011-10-29
326,3,"$1,258.38",1,"$18,531,537.43",2011-10-29
326,1,$419.46,1,"$18,531,956.89",2011-10-29
326,5,"$2,097.29",1,"$18,534,054.18",2011-10-29
326,3,"$1,258.38",1,"$18,535,312.56",2011-10-29
326,1,$419.46,1,"$18,535,732.02",2011-10-29
326,8,"$3,355.67",1,"$18,539,087.69",2011-10-29
326,1,$419.46,1,"$18,539,507.15",2011-10-29
326,2,$838.92,1,"$18,540,346.07",2011-10-29
326,2,$838.92,1,"$18,541,184.99",2011-10-29
326,1,$419.46,1,"$18,541,604.45",2011-10-29
326,3,"$1,258.38",1,"$18,542,862.83",2011-10-29
326,2,$838.92,1,"$18,543,701.75",2011-10-29
326,7,"$2,936.21",1,"$18,546,637.96",2011-10-29
326,4,"$1,677.84",1,"$18,548,315.80",2011-10-29
326,1,$419.46,1,"$18,548,735.26",2011-10-29
326,4,"$1,677.84",1,"$18,550,413.10",2011-10-29
326,1,$419.46,1,"$18,550,832.56",2011-10-29
326,4,"$1,677.84",1,"$18,552,510.40",2011-10-29
326,6,"$2,516.75",1,"$18,555,027.15",2011-10-29
326,3,"$1,258.38",1,"$18,556,285.53",2011-10-29
326,1,$699.10,1,"$18,556,984.63",2011-10-29
326,2,$838.92,1,"$18,557,823.55",2011-10-29
326,1,$419.46,1,"$18,558,243.01",2011-10-29
326,2,$838.92,1,"$18,559,081.93",2011-10-29
326,1,$419.46,1,"$18,559,501.39",2011-10-29
328,2,$838.92,1,"$18,560,340.31",2011-10-29
328,4,"$1,677.84",1,"$18,562,018.15",2011-10-29
328,1,$419.46,1,"$18,562,437.61",2011-10-29
328,2,$838.92,1,"$18,563,276.53",2011-10-29
328,1,$419.46,1,"$18,563,695.99",2011-10-29
328,4,"$1,677.84",1,"$18,565,373.83",2011-10-29
328,3,"$1,258.38",1,"$18,566,632.21",2011-10-29
328,2,$838.92,1,"$18,567,471.13",2011-10-29
328,9,"$3,775.13",1,"$18,571,246.26",2011-10-29
328,4,"$1,677.84",1,"$18,572,924.10",2011-10-29
328,1,$419.46,1,"$18,573,343.56",2011-10-29
328,1,$419.46,1,"$18,573,763.02",2011-10-29
328,2,$838.92,1,"$18,574,601.94",2011-10-29
328,1,$419.46,1,"$18,575,021.40",2011-10-29
328,3,"$1,258.38",1,"$18,576,279.78",2011-10-29
328,1,$419.46,1,"$18,576,699.24",2011-10-29
328,1,$419.46,1,"$18,577,118.70",2011-10-29
328,1,$419.46,1,"$18,577,538.16",2011-10-29
328,4,"$1,677.84",1,"$18,579,216.00",2011-10-29
328,4,"$1,677.84",1,"$18,580,893.84",2011-10-29
328,3,"$1,258.38",1,"$18,582,152.22",2011-10-29
328,4,"$1,677.84",1,"$18,583,830.06",2011-10-29
328,1,$419.46,1,"$18,584,249.52",2011-10-29
328,8,"$3,355.67",1,"$18,587,605.19",2011-10-29
328,3,"$1,258.38",1,"$18,588,863.57",2011-10-29
328,4,"$1,677.84",1,"$18,590,541.41",2011-10-29
328,1,$419.46,1,"$18,590,960.87",2011-10-29
330,1,$419.46,1,"$18,591,380.33",2011-10-29
330,1,$419.46,1,"$18,591,799.79",2011-10-29
330,1,$419.46,1,"$18,592,219.25",2011-10-29
330,1,$419.46,1,"$18,592,638.71",2011-10-29
330,1,$419.46,1,"$18,593,058.17",2011-10-29
330,2,$838.92,1,"$18,593,897.09",2011-10-29
330,2,$838.92,1,"$18,594,736.01",2011-10-29
330,5,"$2,097.29",1,"$18,596,833.30",2011-10-29
330,4,"$1,677.84",1,"$18,598,511.14",2011-10-29
330,5,"$2,097.29",1,"$18,600,608.43",2011-10-29
330,2,$838.92,1,"$18,601,447.35",2011-10-29
330,1,$419.46,1,"$18,601,866.81",2011-10-29
330,1,$419.46,1,"$18,602,286.27",2011-10-29
330,2,$838.92,1,"$18,603,125.19",2011-10-29
330,2,$838.92,1,"$18,603,964.11",2011-10-29
330,5,"$2,097.29",1,"$18,606,061.40",2011-10-29
330,1,$419.46,1,"$18,606,480.86",2011-10-29
330,3,"$1,258.38",1,"$18,607,739.24",2011-10-29
330,1,$419.46,1,"$18,608,158.70",2011-10-29
330,1,$419.46,1,"$18,608,578.16",2011-10-29
330,2,$838.92,1,"$18,609,417.08",2011-10-29
330,3,"$1,258.38",1,"$18,610,675.46",2011-10-29
332,1,$419.46,1,"$18,611,094.92",2011-10-29
332,2,$838.92,1,"$18,611,933.84",2011-10-29
332,1,$419.46,1,"$18,612,353.30",2011-10-29
332,4,"$1,677.84",1,"$18,614,031.14",2011-10-29
332,3,"$1,258.38",1,"$18,615,289.52",2011-10-29
332,2,$838.92,1,"$18,616,128.44",2011-10-29
332,4,"$1,677.84",1,"$18,617,806.28",2011-10-29
332,4,"$1,677.84",1,"$18,619,484.12",2011-10-29
332,4,"$1,677.84",1,"$18,621,161.96",2011-10-29
332,2,$838.92,1,"$18,622,000.88",2011-10-29
332,1,$419.46,1,"$18,622,420.34",2011-10-29
332,2,$838.92,1,"$18,623,259.26",2011-10-29
332,1,$419.46,1,"$18,623,678.72",2011-10-29
332,1,$419.46,1,"$18,624,098.18",2011-10-29
332,3,"$1,258.38",1,"$18,625,356.56",2011-10-29
332,3,"$1,258.38",1,"$18,626,614.94",2011-10-29
332,4,"$1,677.84",1,"$18,628,292.78",2011-10-29
332,3,"$1,258.38",1,"$18,629,551.16",2011-10-29
332,1,$419.46,1,"$18,629,970.62",2011-10-29
332,2,$838.92,1,"$18,630,809.54",2011-10-29
332,3,"$1,258.38",1,"$18,632,067.92",2011-10-29
332,3,"$1,258.38",1,"$18,633,326.30",2011-10-29
332,3,"$1,258.38",1,"$18,634,584.68",2011-10-29
332,1,$699.10,1,"$18,635,283.78",2011-10-29
332,2,$838.92,1,"$18,636,122.70",2011-10-29
332,2,$838.92,1,"$18,636,961.62",2011-10-29
332,4,"$1,677.84",1,"$18,638,639.46",2011-10-29
332,3,"$1,258.38",1,"$18,639,897.84",2011-10-29
332,1,$419.46,1,"$18,640,317.30",2011-10-29
332,5,"$2,097.29",1,"$18,642,414.59",2011-10-29
334,1,$419.46,1,"$18,642,834.05",2011-10-29
334,1,$419.46,1,"$18,643,253.51",2011-10-29
334,3,"$1,258.38",1,"$18,644,511.89",2011-10-29
334,1,$419.46,1,"$18,644,931.35",2011-10-29
334,3,"$1,258.38",1,"$18,646,189.73",2011-10-29
334,2,$838.92,1,"$18,647,028.65",2011-10-29
334,4,"$1,677.84",1,"$18,648,706.49",2011-10-29
334,2,$838.92,1,"$18,649,545.41",2011-10-29
334,2,$838.92,1,"$18,650,384.33",2011-10-29
334,1,$419.46,1,"$18,650,803.79",2011-10-29
334,3,"$1,258.38",1,"$18,652,062.17",2011-10-29
334,1,$419.46,1,"$18,652,481.63",2011-10-29
334,4,"$1,677.84",1,"$18,654,159.47",2011-10-29
334,1,$419.46,1,"$18,654,578.93",2011-10-29
334,3,"$1,258.38",1,"$18,655,837.31",2011-10-29
334,2,$838.92,1,"$18,656,676.23",2011-10-29
334,1,$419.46,1,"$18,657,095.69",2011-10-29
334,1,$419.46,1,"$18,657,515.15",2011-10-29
334,3,"$1,258.38",1,"$18,658,773.53",2011-10-29
334,1,$419.46,1,"$18,659,192.99",2011-10-29
336,1,$419.46,1,"$18,659,612.45",2011-10-29
336,1,$419.46,1,"$18,660,031.91",2011-10-29
336,1,$419.46,1,"$18,660,451.37",2011-10-29
336,1,$419.46,1,"$18,660,870.83",2011-10-29
336,4,"$1,677.84",1,"$18,662,548.67",2011-10-29
336,1,$419.46,1,"$18,662,968.13",2011-10-29
336,1,$419.46,1,"$18,663,387.59",2011-10-29
336,1,$419.46,1,"$18,663,807.05",2011-10-29
336,2,$838.92,1,"$18,664,645.97",2011-10-29
336,1,$419.46,1,"$18,665,065.43",2011-10-29
336,5,"$2,097.29",1,"$18,667,162.72",2011-10-29
336,2,$838.92,1,"$18,668,001.64",2011-10-29
336,1,$419.46,1,"$18,668,421.10",2011-10-29
336,1,$419.46,1,"$18,668,840.56",2011-10-29
336,2,$838.92,1,"$18,669,679.48",2011-10-29
336,2,$838.92,1,"$18,670,518.40",2011-10-29
336,4,"$1,677.84",1,"$18,672,196.24",2011-10-29
336,3,"$1,258.38",1,"$18,673,454.62",2011-10-29
338,3,"$1,258.38",1,"$18,674,713.00",2011-10-29
338,4,"$1,677.84",1,"$18,676,390.84",2011-10-29
338,1,$419.46,1,"$18,676,810.30",2011-10-29
338,6,"$2,516.75",1,"$18,679,327.05",2011-10-29
338,4,"$1,677.84",1,"$18,681,004.89",2011-10-29
338,1,$419.46,1,"$18,681,424.35",2011-10-29
338,1,$419.46,1,"$18,681,843.81",2011-10-29
338,2,$838.92,1,"$18,682,682.73",2011-10-29
338,1,$419.46,1,"$18,683,102.19",2011-10-29
338,1,$419.46,1,"$18,683,521.65",2011-10-29
338,1,$419.46,1,"$18,683,941.11",2011-10-29
338,1,$419.46,1,"$18,684,360.57",2011-10-29
338,1,$419.46,1,"$18,684,780.03",2011-10-29
338,2,$838.92,1,"$18,685,618.95",2011-10-29
338,3,"$1,258.38",1,"$18,686,877.33",2011-10-29
338,1,$419.46,1,"$18,687,296.79",2011-10-29
338,1,$419.46,1,"$18,687,716.25",2011-10-29
338,2,$838.92,1,"$18,688,555.17",2011-10-29
338,2,$838.92,1,"$18,689,394.09",2011-10-29
340,3,"$1,258.38",1,"$18,690,652.47",2011-10-29
340,1,$419.46,1,"$18,691,071.93",2011-10-29
340,2,$838.92,1,"$18,691,910.85",2011-10-29
340,1,$419.46,1,"$18,692,330.31",2011-10-29
340,5,"$2,097.29",1,"$18,694,427.60",2011-10-29
340,2,$838.92,1,"$18,695,266.52",2011-10-29
340,3,"$1,258.38",1,"$18,696,524.90",2011-10-29
340,1,$419.46,1,"$18,696,944.36",2011-10-29
340,1,$419.46,1,"$18,697,363.82",2011-10-29
340,1,$419.46,1,"$18,697,783.28",2011-10-29
340,2,$838.92,1,"$18,698,622.20",2011-10-29
340,3,"$1,258.38",1,"$18,699,880.58",2011-10-29
340,1,$419.46,1,"$18,700,300.04",2011-10-29
340,1,$419.46,1,"$18,700,719.50",2011-10-29
340,1,$419.46,1,"$18,701,138.96",2011-10-29
340,3,"$1,258.38",1,"$18,702,397.34",2011-10-29
340,1,$419.46,1,"$18,702,816.80",2011-10-29
342,3,"$1,258.38",1,"$18,704,075.18",2011-10-29
342,1,$419.46,1,"$18,704,494.64",2011-10-29
342,3,"$1,258.38",1,"$18,705,753.02",2011-10-29
342,1,$419.46,1,"$18,706,172.48",2011-10-29
342,2,$838.92,1,"$18,707,011.40",2011-10-29
342,3,"$1,258.38",1,"$18,708,269.78",2011-10-29
342,1,$419.46,1,"$18,708,689.24",2011-10-29
342,2,$838.92,1,"$18,709,528.16",2011-10-29
342,3,"$1,258.38",1,"$18,710,786.54",2011-10-29
342,1,$419.46,1,"$18,711,206.00",2011-10-29
342,6,"$2,516.75",1,"$18,713,722.75",2011-10-29
342,3,"$1,258.38",1,"$18,714,981.13",2011-10-29
342,5,"$2,097.29",1,"$18,717,078.42",2011-10-29
342,1,$419.46,1,"$18,717,497.88",2011-10-29
342,3,"$1,258.38",1,"$18,718,756.26",2011-10-29
342,1,$419.46,1,"$18,719,175.72",2011-10-29
342,2,$838.92,1,"$18,720,014.64",2011-10-29
342,1,$419.46,1,"$18,720,434.10",2011-10-29
342,3,"$1,258.38",1,"$18,721,692.48",2011-10-29
342,8,"$3,355.67",1,"$18,725,048.15",2011-10-29
342,3,"$1,258.38",1,"$18,726,306.53",2011-10-29
342,2,$838.92,1,"$18,727,145.45",2011-10-29
342,1,$419.46,1,"$18,727,564.91",2011-10-29
342,3,"$1,258.38",1,"$18,728,823.29",2011-10-29
342,1,$419.46,1,"$18,729,242.75",2011-10-29
342,3,"$1,258.38",1,"$18,730,501.13",2011-10-29
344,2,"$4,079.99",1,"$18,734,581.12",2011-10-29
344,5,"$10,199.97",1,"$18,744,781.09",2011-10-29
344,6,"$12,239.96",1,"$18,757,021.05",2011-10-29
344,3,"$6,119.98",1,"$18,763,141.03",2011-10-29
344,2,"$4,079.99",1,"$18,767,221.02",2011-10-29
344,2,"$4,079.99",1,"$18,771,301.01",2011-10-29
344,4,"$8,159.98",1,"$18,779,460.99",2011-10-29
344,2,"$4,079.99",1,"$18,783,540.98",2011-10-29
344,1,"$2,039.99",1,"$18,785,580.97",2011-10-29
344,4,"$8,159.98",1,"$18,793,740.95",2011-10-29
344,5,"$10,199.97",1,"$18,803,940.92",2011-10-29
344,1,"$2,039.99",1,"$18,805,980.91",2011-10-29
344,7,"$14,279.96",1,"$18,820,260.87",2011-10-29
344,10,"$20,399.94",1,"$18,840,660.81",2011-10-29
344,1,"$2,039.99",1,"$18,842,700.80",2011-10-29
344,6,"$12,239.96",1,"$18,854,940.76",2011-10-29
344,3,"$6,119.98",1,"$18,861,060.74",2011-10-29
344,3,"$6,119.98",1,"$18,867,180.72",2011-10-29
344,2,"$4,079.99",1,"$18,871,260.71",2011-10-29
344,2,"$4,079.99",1,"$18,875,340.70",2011-10-29
345,2,"$4,079.99",1,"$18,879,420.69",2011-10-29
345,3,"$6,119.98",1,"$18,885,540.67",2011-10-29
345,1,"$2,039.99",1,"$18,887,580.66",2011-10-29
345,2,"$4,079.99",1,"$18,891,660.65",2011-10-29
345,5,"$10,199.97",1,"$18,901,860.62",2011-10-29
345,2,"$4,079.99",1,"$18,905,940.61",2011-10-29
345,2,"$4,079.99",1,"$18,910,020.60",2011-10-29
345,7,"$14,279.96",1,"$18,924,300.56",2011-10-29
345,2,"$4,079.99",1,"$18,928,380.55",2011-10-29
345,3,"$6,119.98",1,"$18,934,500.53",2011-10-29
345,1,"$2,039.99",1,"$18,936,540.52",2011-10-29
345,7,"$14,279.96",1,"$18,950,820.48",2011-10-29
345,4,"$8,159.98",1,"$18,958,980.46",2011-10-29
345,6,"$12,239.96",1,"$18,971,220.42",2011-10-29
345,1,"$2,039.99",1,"$18,973,260.41",2011-10-29
345,7,"$14,279.96",1,"$18,987,540.37",2011-10-29
345,4,"$8,159.98",1,"$18,995,700.35",2011-10-29
345,2,"$4,079.99",1,"$18,999,780.34",2011-10-29
345,4,"$8,159.98",1,"$19,007,940.32",2011-10-29
345,1,"$2,039.99",1,"$19,009,980.31",2011-10-29
345,7,"$14,279.96",1,"$19,024,260.27",2011-10-29
345,1,"$2,039.99",1,"$19,026,300.26",2011-10-29
345,2,"$4,079.99",1,"$19,030,380.25",2011-10-29
345,2,"$4,079.99",1,"$19,034,460.24",2011-10-29
346,1,"$2,039.99",1,"$19,036,500.23",2011-10-29
346,2,"$4,079.99",1,"$19,040,580.22",2011-10-29
346,2,"$4,079.99",1,"$19,044,660.21",2011-10-29
346,4,"$8,159.98",1,"$19,052,820.19",2011-10-29
346,4,"$8,159.98",1,"$19,060,980.17",2011-10-29
346,5,"$10,199.97",1,"$19,071,180.14",2011-10-29
346,2,"$4,079.99",1,"$19,075,260.13",2011-10-29
346,6,"$12,239.96",1,"$19,087,500.09",2011-10-29
346,1,"$2,039.99",1,"$19,089,540.08",2011-10-29
346,1,"$2,039.99",1,"$19,091,580.07",2011-10-29
346,2,"$4,079.99",1,"$19,095,660.06",2011-10-29
346,5,"$10,199.97",1,"$19,105,860.03",2011-10-29
346,2,"$4,079.99",1,"$19,109,940.02",2011-10-29
346,1,"$2,039.99",1,"$19,111,980.01",2011-10-29
346,8,"$16,319.95",1,"$19,128,299.96",2011-10-29
346,3,"$6,119.98",1,"$19,134,419.94",2011-10-29
346,3,"$6,119.98",1,"$19,140,539.92",2011-10-29
346,4,"$8,159.98",1,"$19,148,699.90",2011-10-29
346,2,"$4,079.99",1,"$19,152,779.89",2011-10-29
346,1,"$2,039.99",1,"$19,154,819.88",2011-10-29
346,1,"$2,039.99",1,"$19,156,859.87",2011-10-29
346,3,"$6,119.98",1,"$19,162,979.85",2011-10-29
346,4,"$8,159.98",1,"$19,171,139.83",2011-10-29
346,2,"$4,079.99",1,"$19,175,219.82",2011-10-29
346,6,"$12,239.96",1,"$19,187,459.78",2011-10-29
346,8,"$16,319.95",1,"$19,203,779.73",2011-10-29
347,1,"$2,039.99",1,"$19,205,819.72",2011-10-29
347,2,"$4,079.99",1,"$19,209,899.71",2011-10-29
347,7,"$14,279.96",1,"$19,224,179.67",2011-10-29
347,1,"$2,039.99",1,"$19,226,219.66",2011-10-29
347,2,"$4,079.99",1,"$19,230,299.65",2011-10-29
347,2,"$4,079.99",1,"$19,234,379.64",2011-10-29
347,2,"$4,079.99",1,"$19,238,459.63",2011-10-29
347,1,"$2,039.99",1,"$19,240,499.62",2011-10-29
347,1,"$2,039.99",1,"$19,242,539.61",2011-10-29
347,2,"$4,079.99",1,"$19,246,619.60",2011-10-29
347,5,"$10,199.97",1,"$19,256,819.57",2011-10-29
347,4,"$8,159.98",1,"$19,264,979.55",2011-10-29
347,5,"$10,199.97",1,"$19,275,179.52",2011-10-29
347,10,"$20,399.94",1,"$19,295,579.46",2011-10-29
347,4,"$8,159.98",1,"$19,303,739.44",2011-10-29
347,5,"$10,199.97",1,"$19,313,939.41",2011-10-29
347,1,"$2,039.99",1,"$19,315,979.40",2011-10-29
347,6,"$12,239.96",1,"$19,328,219.36",2011-10-29
348,5,"$10,124.97",1,"$19,338,344.33",2011-10-29
348,5,"$10,124.97",1,"$19,348,469.30",2011-10-29
348,2,"$4,049.99",1,"$19,352,519.29",2011-10-29
348,3,"$6,074.98",1,"$19,358,594.27",2011-10-29
348,3,"$6,074.98",1,"$19,364,669.25",2011-10-29
348,3,"$6,074.98",1,"$19,370,744.23",2011-10-29
348,3,"$6,074.98",1,"$19,376,819.21",2011-10-29
348,3,"$6,074.98",1,"$19,382,894.19",2011-10-29
348,1,"$2,024.99",1,"$19,384,919.18",2011-10-29
348,2,"$4,049.99",1,"$19,388,969.17",2011-10-29
348,6,"$12,149.96",1,"$19,401,119.13",2011-10-29
348,1,"$2,024.99",1,"$19,403,144.12",2011-10-29
348,2,"$4,049.99",1,"$19,407,194.11",2011-10-29
348,6,"$12,149.96",1,"$19,419,344.07",2011-10-29
348,2,"$4,049.99",1,"$19,423,394.06",2011-10-29
348,3,"$6,074.98",1,"$19,429,469.04",2011-10-29
348,2,"$4,049.99",1,"$19,433,519.03",2011-10-29
348,2,"$4,049.99",1,"$19,437,569.02",2011-10-29
348,3,"$6,074.98",1,"$19,443,644.00",2011-10-29
348,1,"$2,024.99",1,"$19,445,668.99",2011-10-29
348,1,"$2,024.99",1,"$19,447,693.98",2011-10-29
348,1,"$2,024.99",1,"$19,449,718.97",2011-10-29
348,12,"$23,020.13",1,"$19,472,739.10",2011-10-29
348,1,"$2,024.99",1,"$19,474,764.09",2011-10-29
349,8,"$16,199.95",1,"$19,490,964.04",2011-10-29
349,3,"$6,074.98",1,"$19,497,039.02",2011-10-29
349,3,"$6,074.98",1,"$19,503,114.00",2011-10-29
349,2,"$4,049.99",1,"$19,507,163.99",2011-10-29
349,5,"$10,124.97",1,"$19,517,288.96",2011-10-29
349,5,"$10,124.97",1,"$19,527,413.93",2011-10-29
349,2,"$4,049.99",1,"$19,531,463.92",2011-10-29
349,5,"$10,124.97",1,"$19,541,588.89",2011-10-29
349,2,"$4,049.99",1,"$19,545,638.88",2011-10-29
349,4,"$8,099.98",1,"$19,553,738.86",2011-10-29
349,4,"$8,099.98",1,"$19,561,838.84",2011-10-29
349,1,"$2,024.99",1,"$19,563,863.83",2011-10-29
349,5,"$10,124.97",1,"$19,573,988.80",2011-10-29
349,5,"$10,124.97",1,"$19,584,113.77",2011-10-29
349,1,"$2,024.99",1,"$19,586,138.76",2011-10-29
349,8,"$16,199.95",1,"$19,602,338.71",2011-10-29
349,2,"$4,049.99",1,"$19,606,388.70",2011-10-29
349,3,"$6,074.98",1,"$19,612,463.68",2011-10-29
349,1,"$2,024.99",1,"$19,614,488.67",2011-10-29
349,1,"$2,024.99",1,"$19,616,513.66",2011-10-29
349,2,"$4,049.99",1,"$19,620,563.65",2011-10-29
349,2,"$4,049.99",1,"$19,624,613.64",2011-10-29
350,5,"$10,124.97",1,"$19,634,738.61",2011-10-29
350,5,"$10,124.97",1,"$19,644,863.58",2011-10-29
350,4,"$8,099.98",1,"$19,652,963.56",2011-10-29
350,3,"$6,074.98",1,"$19,659,038.54",2011-10-29
350,5,"$10,124.97",1,"$19,669,163.51",2011-10-29
350,2,"$4,049.99",1,"$19,673,213.50",2011-10-29
350,2,"$4,049.99",1,"$19,677,263.49",2011-10-29
350,1,"$2,024.99",1,"$19,679,288.48",2011-10-29
350,2,"$4,049.99",1,"$19,683,338.47",2011-10-29
350,2,"$4,049.99",1,"$19,687,388.46",2011-10-29
350,2,"$4,049.99",1,"$19,691,438.45",2011-10-29
350,1,"$2,024.99",1,"$19,693,463.44",2011-10-29
350,3,"$6,074.98",1,"$19,699,538.42",2011-10-29
350,2,"$4,049.99",1,"$19,703,588.41",2011-10-29
350,3,"$6,074.98",1,"$19,709,663.39",2011-10-29
350,6,"$12,149.96",1,"$19,721,813.35",2011-10-29
350,1,"$2,024.99",1,"$19,723,838.34",2011-10-29
